,iprofile,bodemcode,areaal,ihoofd,isoil1,iz1,isoil2,iz2,isoil3,iz3,isoil4,iz4,isoil5,iz5,isoil6,iz6,isoil7,iz7,isoil8,iz8,isoil9,iz9
230,15111,eMv41C,2557.43098,4,11,20,30,55,35,70,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
231,15120,Mv61C,7088.889968,4,9,15,28,40,29,60,35,80,35,120,0,99999,0,99999,0,99999,0,99999
232,15130,Mv41C,23238.35908,4,11,8,11,20,30,50,35,70,35,120,0,99999,0,99999,0,99999,0,99999
233,15131,Mv41Cl,1694.075018,4,11,8,12,20,31,50,35,70,35,120,0,99999,0,99999,0,99999,0,99999
234,15132,Mv41Cp,929.1137248,4,11,8,11,20,31,50,35,70,35,110,20,120,0,99999,0,99999,0,99999
235,15140,Mo20A,4274.606752,4,7,10,27,50,27,110,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
236,15160,Mo80A,3542.452663,4,10,15,29,50,29,90,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
237,15170,Mo80C,3465.066323,4,11,10,11,20,30,70,29,100,28,120,0,99999,0,99999,0,99999,0,99999
238,15171,Mo80Cv,1481.568515,4,11,10,11,20,30,40,30,90,35,120,0,99999,0,99999,0,99999,0,99999
239,15180,Mn12A,18070.5711,4,8,25,27,50,26,70,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
240,15190,Mn12Ap,7386.692689,4,8,25,27,40,28,65,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
241,15200,Mn22A,10434.3076,4,9,25,28,50,27,70,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
242,15210,Mn22Ap,4213.339128,4,9,25,28,50,27,65,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
243,15220,Mn82A,12045.04,4,10,25,29,50,27,70,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
244,15230,Mn82Ap,3950.692264,4,10,25,29,40,28,65,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
245,90115240,Mn15A,68707.96843,4,8,25,27,50,26,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
246,90215240,Mn15A,18475.98346,4,8,15,27,25,27,50,28,80,26,120,0,99999,0,99999,0,99999,0,99999
247,15241,Mn15Ap,1790.153245,4,8,15,8,25,27,50,26,90,19,120,0,99999,0,99999,0,99999,0,99999
248,15250,Mn15Av,3788.60148,4,8,25,27,50,26,85,30,105,35,120,0,99999,0,99999,0,99999,0,99999
249,15251,Mn15Aw,1998.59061,4,8,25,27,50,35,80,30,105,30,120,0,99999,0,99999,0,99999,0,99999
250,15260,bMn15A,5358.091113,4,8,25,8,40,27,70,26,120,0,99999,0,99999,0,99999,0,99999,0,99999
251,90115270,Mn25A,70132.40255,4,9,25,28,50,27,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
252,90215270,Mn25A,24980.46082,4,9,15,9,25,28,50,27,120,0,99999,0,99999,0,99999,0,99999,0,99999
253,15280,Mn25Ap,3107.11889,4,9,25,28,50,29,90,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
254,15290,Mn25Av,11931.80606,4,9,10,9,25,28,50,28,105,35,120,0,99999,0,99999,0,99999,0,99999
255,15291,Mn25Aw,1583.772689,4,9,10,9,25,28,50,35,80,29,120,0,99999,0,99999,0,99999,0,99999
256,15300,bMn25A,2028.729442,4,9,25,9,35,28,60,27,120,0,99999,0,99999,0,99999,0,99999,0,99999
257,15310,eMn25A,4938.075856,4,9,25,28,40,29,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
258,15311,eMn25Av,486.6399875,4,9,25,28,70,27,110,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
259,90115320,Mn35A,52949.71903,4,10,25,29,40,29,80,27,120,0,99999,0,99999,0,99999,0,99999,0,99999
260,90215320,Mn35A,32000.55878,4,10,10,10,25,29,40,29,80,27,120,0,99999,0,99999,0,99999,0,99999
261,15330,Mn35Ap,8048.770533,4,10,25,29,40,29,70,28,100,19,120,0,99999,0,99999,0,99999,0,99999
262,15340,Mn35Av,24331.80727,4,10,10,10,25,29,70,30,100,35,120,0,99999,0,99999,0,99999,0,99999
263,15350,eMn35A,6757.9082,4,10,25,29,50,29,80,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
264,15351,eMn35Av,1066.914104,4,10,25,29,50,28,80,28,100,36,120,0,99999,0,99999,0,99999,0,99999
265,90115360,Mn45A,18377.51569,4,11,25,30,60,29,90,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
266,90215360,Mn45A,20704.75528,4,11,15,11,25,30,70,29,90,29,120,0,99999,0,99999,0,99999,0,99999
267,15361,Mn45Ap,3692.332838,4,11,15,11,25,30,70,29,90,19,120,0,99999,0,99999,0,99999,0,99999
268,15370,Mn52Cp,2462.090731,4,8,10,8,20,27,40,28,70,19,90,19,120,0,99999,0,99999,0,99999
269,15380,Mn82Cp,1490.758113,4,10,10,10,20,30,40,20,70,20,120,0,99999,0,99999,0,99999,0,99999
270,15381,Mn82Cwp,756.8072224,4,10,10,10,20,30,50,36,75,19,95,19,120,0,99999,0,99999,0,99999
271,15390,Mn56C,3255.816198,4,9,10,9,25,30,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
272,15400,Mn86C,5396.075742,4,11,10,11,20,30,80,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
273,15401,Mn86Cl,1105.97474,4,11,25,30,40,30,70,30,110,30,120,0,99999,0,99999,0,99999,0,99999
274,15402,Mn86Cv,10506.12909,4,11,25,31,90,35,110,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
275,15403,Mn86Cwp,989.9608207,4,11,25,31,70,35,100,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
276,90115410,Mn15C,9317.713769,4,8,25,27,50,26,90,21,120,0,99999,0,99999,0,99999,0,99999,0,99999
277,90215410,Mn15C,3790.339409,4,8,10,8,25,27,50,26,120,0,99999,0,99999,0,99999,0,99999,0,99999
278,15411,Mn15Cw,588.1407334,4,8,25,27,60,35,80,30,110,30,120,0,99999,0,99999,0,99999,0,99999
279,15420,bMn15C,7234.467257,4,8,25,8,40,27,80,26,120,0,99999,0,99999,0,99999,0,99999,0,99999
280,90115430,Mn25C,2825.486299,4,9,25,28,50,28,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
281,90215430,Mn25C,6251.52252,4,9,10,9,25,28,50,28,70,28,120,0,99999,0,99999,0,99999,0,99999
282,15431,Mn25Cw,634.5037242,4,9,10,9,25,28,60,35,80,30,110,30,120,0,99999,0,99999,0,99999
283,15440,Mn85C,9876.068685,4,11,10,11,20,30,50,30,90,28,120,0,99999,0,99999,0,99999,0,99999
284,15441,Mn85Cv,3451.917481,4,11,15,11,25,30,50,27,90,35,120,0,99999,0,99999,0,99999,0,99999
285,15442,Mn85Cwp,1337.444775,4,11,10,11,25,30,50,29,80,36,100,20,120,0,99999,0,99999,0,99999
286,15450,gMn53C,4549.080866,4,9,20,30,80,27,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
287,15451,gMn52C,716.2414407,4,8,10,8,20,26,70,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
288,15452,gMn58Cv,711.3914293,4,9,10,9,20,29,40,30,90,35,120,0,99999,0,99999,0,99999,0,99999
289,15460,gMn83C,19579.72066,4,11,25,30,60,29,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
290,15461,gMn83Cp,860.809902,4,11,20,30,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
291,15462,gMn83Cw,1346.643199,4,10,10,10,20,30,60,36,80,30,110,30,120,0,99999,0,99999,0,99999
292,15470,gMn88C,4036.893263,4,11,10,11,20,30,70,31,85,30,120,0,99999,0,99999,0,99999,0,99999
293,15480,gMn88Cv,1889.15426,4,11,10,11,20,30,60,31,75,30,90,35,120,0,99999,0,99999,0,99999
294,15481,gMn88Clv,829.5763575,4,11,10,11,20,30,60,31,90,35,120,0,99999,0,99999,0,99999,0,99999
295,90115490,gMn15C,3388.419092,4,8,25,27,50,26,90,21,120,0,99999,0,99999,0,99999,0,99999,0,99999
296,90215490,gMn15C,3709.52431,4,8,10,8,25,27,50,26,90,21,120,0,99999,0,99999,0,99999,0,99999
297,90115500,gMn25C,2040.876721,4,9,25,28,50,28,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
298,90215500,gMn25C,15271.20213,4,9,10,9,25,28,50,28,70,28,120,0,99999,0,99999,0,99999,0,99999
299,15510,gMn85C,9979.353591,4,10,10,10,20,29,60,29,90,28,120,0,99999,0,99999,0,99999,0,99999
300,15520,kMn63C,6312.726544,4,10,10,10,20,29,40,30,80,30,120,0,99999,0,99999,0,99999,0,99999
301,15521,kMn63Cp,1175.856518,4,10,25,29,35,30,80,20,90,20,110,19,120,0,99999,0,99999,0,99999
302,15530,kMn68C,1904.341832,4,10,10,10,20,29,40,30,120,0,99999,0,99999,0,99999,0,99999,0,99999
303,15540,kMn43C,8957.419846,4,11,8,11,20,30,40,30,100,30,120,0,99999,0,99999,0,99999,0,99999
304,15541,kMn43Cp,1277.958949,4,11,8,11,20,30,40,30,90,19,120,0,99999,0,99999,0,99999,0,99999
305,15550,kMn48C,7549.608544,4,11,8,11,20,30,40,30,90,30,120,0,99999,0,99999,0,99999,0,99999
306,15560,kMn48Cv,3119.743912,4,11,8,11,20,30,90,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
307,16010,pRv81,3620.873321,4,11,10,11,20,30,30,31,55,35,120,0,99999,0,99999,0,99999,0,99999
308,16020,pRn59,1272.831275,4,9,10,9,20,28,30,29,70,27,120,0,99999,0,99999,0,99999,0,99999
309,16021,pRn59,1935.959503,4,9,10,9,23,27,70,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
310,16030,pRn86,1923.264044,4,11,15,11,30,30,70,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
311,16040,Rv01C,26173.70178,4,12,8,12,20,31,40,31,60,35,120,0,99999,0,99999,0,99999,0,99999
312,90116050,Rn52A,1084.169651,4,8,25,27,50,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
313,90216050,Rn52A,9619.213369,4,8,25,27,50,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
314,90116060,Rn66A,285.0024818,4,10,20,29,50,31,90,31,120,0,99999,0,99999,0,99999,0,99999,0,99999
315,90216060,Rn66A,7341.48406,4,10,8,10,20,29,40,31,90,31,120,0,99999,0,99999,0,99999,0,99999
316,16061,Rn66Av,884.7460875,4,10,8,10,20,29,40,31,95,35,120,0,99999,0,99999,0,99999,0,99999
317,16070,Rn46A,2661.390434,4,11,8,11,20,30,45,31,120,0,99999,0,99999,0,99999,0,99999,0,99999
318,90116080,Rn15A,776.7035202,4,8,25,27,70,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
319,90216080,Rn15A,5497.866575,4,8,25,27,60,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
320,90116090,Rn95A,3190.776734,4,9,25,28,50,29,90,27,120,0,99999,0,99999,0,99999,0,99999,0,99999
321,90216090,Rn95A,23143.72279,4,9,10,9,25,28,50,29,90,27,120,0,99999,0,99999,0,99999,0,99999
322,16110,Rn62C,2535.094232,4,9,10,9,20,28,60,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
323,16111,Rn62Cg,552.7452668,4,9,10,9,20,28,60,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
324,16120,fRn62C,2934.318767,4,9,10,9,20,27,60,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
325,16121,fRn95C,1142.090524,4,9,10,9,20,28,45,28,120,0,99999,0,99999,0,99999,0,99999,0,99999
326,16130,Rn67C,20548.54544,4,10,10,10,20,29,50,31,100,28,120,0,99999,0,99999,0,99999,0,99999
327,16140,Rn62Cp,5927.220775,4,9,10,9,20,28,60,19,90,19,120,0,99999,0,99999,0,99999,0,99999
328,16150,Rn94C,5271.75585,4,10,25,29,55,30,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
329,16160,Rn47C,24803.61541,4,11,8,11,15,30,30,31,80,29,120,0,99999,0,99999,0,99999,0,99999
330,16170,Rn47Cp,4124.142199,4,11,8,11,15,30,85,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
331,16171,Rn47Cwp,1486.546061,4,11,8,11,15,30,70,35,105,19,120,0,99999,0,99999,0,99999,0,99999
332,16180,bRn46C,1363.777005,4,11,20,30,90,29,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
333,16190,Rn44C,19464.83929,4,12,8,12,15,31,50,31,120,0,99999,0,99999,0,99999,0,99999,0,99999
334,16200,Rn44Cv,9647.906581,4,12,8,12,15,31,90,35,120,0,99999,0,99999,0,99999,0,99999,0,99999
335,16201,Rn44Cw,3085.941196,4,12,8,12,15,31,50,36,70,31,120,0,99999,0,99999,0,99999,0,99999
336,90116210,Rn15C,357.1247819,4,8,25,27,45,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
337,90216210,Rn15C,3687.336781,4,8,25,27,45,28,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
338,90116220,Rn95C,1970.25134,4,9,25,28,60,29,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
339,90216220,Rn95C,12030.69071,4,9,10,9,25,28,50,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
340,90116230,Rd10A,1374.856032,4,8,25,27,60,26,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
341,90216230,Rd10A,11661.38121,4,8,25,27,40,26,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
342,90116240,Rd90A,2149.940306,4,9,25,28,60,28,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
343,90216240,Rd90A,22447.02404,4,9,25,28,60,28,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
344,90116250,Rd10C,959.7792803,4,8,25,27,60,26,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
345,90216250,Rd10C,6364.373657,4,8,25,27,60,26,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
346,90116260,Rd90C,2223.58199,4,9,25,28,60,29,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
347,90216260,Rd90C,10224.05595,4,9,25,28,60,29,80,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
348,17010,KRn1,6271.656486,4,8,20,27,40,28,65,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
349,17020,KRn1g,4298.826407,4,8,20,27,40,28,65,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
350,17030,KRn2,4153.147524,4,9,20,28,40,29,70,20,120,0,99999,0,99999,0,99999,0,99999,0,99999
351,17040,KRn2g,3491.275052,4,9,20,28,40,29,65,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
352,17050,KRn8,2869.004487,4,10,20,29,45,30,70,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
353,17051,KRn8g,833.1361378,4,10,20,29,45,30,70,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
354,17060,KRd1,5741.144151,4,8,25,27,50,27,80,19,120,0,99999,0,99999,0,99999,0,99999,0,99999
355,17061,KRd1g,989.4829454,4,8,25,27,50,27,80,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
356,17070,KRd7,2218.440421,4,9,25,28,45,29,70,29,120,0,99999,0,99999,0,99999,0,99999,0,99999
357,17071,KRd7g,672.7761765,4,9,25,28,45,29,80,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
358,18010,pLn5,3349.171982,5,13,25,32,90,21,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
359,18020,Ln5,3385.492973,5,13,25,32,90,20,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
360,18021,Ln5g,561.1487041,5,13,25,32,70,32,90,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
361,18030,Ld5g,1304.422439,5,13,25,32,90,23,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
362,18031,Ld5,2172.315908,5,13,25,32,70,21,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
363,18040,Ld6,2164.334673,5,14,25,33,60,33,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
364,18041,Ld6g,782.0510562,5,14,25,33,60,33,90,23,120,0,99999,0,99999,0,99999,0,99999,0,99999
365,18050,Ldh6,13151.40069,5,14,25,33,60,33,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
366,22010,KX,6199.980197,5,6,15,24,40,24,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
367,22011,KT,881.3751246,5,9,15,28,40,30,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
368,22020,KK,423.2157417,5,11,25,31,45,31,120,0,99999,0,99999,0,99999,0,99999,0,99999,0,99999
